brand,brand_avg_WKND_RT,brand_avg_시간_0813,brand_avg_시간_1417,brand_avg_시간_1821,brand_avg_남성_20대,brand_avg_남성_30대,brand_avg_남성_40대,brand_avg_남성_50대,brand_avg_남성_60대,brand_avg_여성_20대,brand_avg_여성_30대,brand_avg_여성_40대,brand_avg_여성_50대,brand_avg_소득3천만이하,brand_avg_소득5천만이하,brand_avg_소득7천만이하,brand_avg_소득1억이하,brand_avg_소득1억초과,brand_avg_생애단계_싱글,brand_avg_생애단계_청소년,brand_avg_avg_order_cost,"brand_MCT_RY_NM_공연장,극장",brand_MCT_RY_NM_농가공산품,brand_MCT_RY_NM_농수산물,brand_MCT_RY_NM_부페,brand_MCT_RY_NM_식품류제조업,brand_MCT_RY_NM_식품잡화,brand_MCT_RY_NM_양식,"brand_MCT_RY_NM_용역서비스(연구,번역등)",brand_MCT_RY_NM_일반대중음식,brand_MCT_RY_NM_일식,"brand_MCT_RY_NM_전문서비스(회계,변리,컨설팅등)",brand_MCT_RY_NM_제과점,brand_MCT_RY_NM_중식,brand_MCT_RY_NM_청과물,brand_MCT_RY_NM_커피전문점,brand_MCT_RY_NM_패스트푸드,brand_MCT_RY_NM_한식,brand_MCT_RY_NM_할인점/슈퍼마켓,brand_MCT_RY_NM_화원,brand_MCT_RY_NM2_간식,brand_MCT_RY_NM2_건강식품,brand_MCT_RY_NM2_기타,brand_MCT_RY_NM2_농축수산물,brand_MCT_RY_NM2_부페,brand_MCT_RY_NM2_식품,brand_MCT_RY_NM2_식품제조,brand_MCT_RY_NM2_아시아음식,brand_MCT_RY_NM2_양식,brand_MCT_RY_NM2_유흥주점,brand_MCT_RY_NM2_음료,brand_MCT_RY_NM2_주점및주류판매,brand_MCT_RY_NM2_패스트푸드,brand_MCT_RY_NM2_한식,brand_OUB_RY_MI_CZ_NM_다방/커피숍/카페,brand_OUB_RY_MI_CZ_NM_별식/퓨전요리,brand_OUB_RY_MI_CZ_NM_분식,brand_OUB_RY_MI_CZ_NM_뷔페,brand_OUB_RY_MI_CZ_NM_서비스,brand_OUB_RY_MI_CZ_NM_소매,brand_OUB_RY_MI_CZ_NM_수산물,brand_OUB_RY_MI_CZ_NM_양식,brand_OUB_RY_MI_CZ_NM_유흥주점,brand_OUB_RY_MI_CZ_NM_일식,brand_OUB_RY_MI_CZ_NM_전자/정보통신,brand_OUB_RY_MI_CZ_NM_제과제빵떡케익,brand_OUB_RY_MI_CZ_NM_중식,brand_OUB_RY_MI_CZ_NM_패스트푸드,brand_OUB_RY_MI_CZ_NM_한식
꼭지네,0.200563333,0.332136667,0.133003333,0.53486,0.0,0.031006667,0.150503333,0.328166667,0.263966667,0.0,0.011626667,0.031006667,0.09091,0.28701,0.295866667,0.315716667,0.078153333,0.023256667,0.142116667,0.151473333,23309.1318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
두꺼비로맨스,0.513878333,0.0,0.004878333,0.211906667,0.307685,0.221156667,0.082598333,0.110691667,0.020963333,0.123315,0.033448333,0.048903333,0.039913333,0.208435,0.402776667,0.157231667,0.050666667,0.113798333,0.66588,0.205461667,50882.97476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
샵도쿄시장,0.433065,0.0,0.0,0.303795,0.404085,0.167515,0.126025,0.003985,0.03731,0.18106,0.028145,0.033665,0.015585,0.433645,0.361405,0.05837,0.054845,0.04637,0.81212,0.10771,62041.70553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고급양식,0.371396667,0.316166667,0.226403333,0.421976667,0.088433333,0.187126667,0.125603333,0.054726667,0.00958,0.17989,0.218633333,0.06797,0.051146667,0.165173333,0.345193333,0.192576667,0.121613333,0.16329,0.596856667,0.158043333,26916.1682,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
더족발,0.4136625,0.006985,0.2942425,0.6748075,0.0239325,0.1602025,0.1417375,0.1135075,0.054485,0.06045,0.1372825,0.1587,0.09015,0.1276875,0.3237675,0.2565525,0.1325375,0.141065,0.3092325,0.366575,49242.39791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
미스터보쌈,0.3557475,0.2201325,0.2430925,0.4108575,0.14795,0.19956,0.1324025,0.07383,0.0156175,0.07666,0.14349,0.1134925,0.0767625,0.1703925,0.3796075,0.1385,0.099985,0.1885625,0.4720175,0.285535,32025.41073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
스테이크어스,0.447426667,0.228146667,0.371006667,0.400846667,0.08546,0.100713333,0.129783333,0.14754,0.017,0.108773333,0.11101,0.14092,0.134303333,0.103716667,0.305716667,0.297973333,0.105656667,0.14797,0.33301,0.375056667,33152.3262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
온고지신 통닭원,0.43539,0.03702,0.22895,0.59139,0.05989,0.11682,0.14266,0.18256,0.14248,0.04504,0.0313,0.09519,0.1016,0.07052,0.31315,0.37895,0.1402,0.08419,0.26869,0.27682,14960.28907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
제레미20,0.31391,0.498606667,0.32069,0.18071,0.017583333,0.202633333,0.181333333,0.070376667,0.041533333,0.07273,0.206946667,0.11211,0.077366667,0.075146667,0.292036667,0.299133333,0.10567,0.19719,0.35429,0.321916667,30885.6377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
테루,0.47498,0.44471,0.33664,0.21865,0.04122,0.12623,0.1489,0.07686,0.03184,0.07489,0.12855,0.19221,0.10975,0.11136,0.36422,0.20591,0.17324,0.11541,0.25106,0.38233,23026.2168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
꽃다운주점,0.436848571,0.0,0.006142857,0.219681429,0.24561,0.139328571,0.118134286,0.086448571,0.020704286,0.181014286,0.069474286,0.072894286,0.054181429,0.301581429,0.40111,0.105371429,0.054258571,0.087691429,0.597767143,0.226535714,48301.19113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
별난아재맥주,0.378738,0.0,0.030696,0.33405,0.13526,0.141178,0.126184,0.147808,0.05392,0.023766,0.034956,0.19806,0.08964,0.103636,0.263548,0.222004,0.13201,0.267644,0.30021,0.41688,66118.22428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
안동한우,0.308312857,0.107577143,0.080282857,0.752091429,0.030634286,0.213612857,0.19065,0.196994286,0.117098571,0.009718571,0.046447143,0.080717143,0.05709,0.066215714,0.373414286,0.207025714,0.160528571,0.148867143,0.274391429,0.279582857,146547.4759,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
나이스카페인클럽,0.052445,0.824767,0.122833,0.017647,0.0793,0.20115,0.126054,0.040242,0.026298,0.180845,0.217669,0.094563,0.025644,0.197187,0.391041,0.184293,0.124124,0.090088,0.581082,0.203382,5725.197238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
천향마라탕,0.320735,0.31391,0.2486575,0.41319,0.12516,0.0776975,0.04207,0.0577575,0.0019675,0.327595,0.161665,0.123995,0.0585575,0.3009075,0.3140775,0.1629625,0.09308,0.063085,0.59255,0.19126,18405.92916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
우마이f&b,0.4088175,0.035135,0.1523525,0.3717175,0.1662625,0.2271,0.064015,0.01644,0.0159275,0.2167425,0.1561225,0.089555,0.0379975,0.2378,0.399765,0.166905,0.0560325,0.0868175,0.71102,0.132,19229.09301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
진아구,0.504383333,0.18225,0.231676667,0.42772,0.032993333,0.149996667,0.220496667,0.09713,0.0245,0.059316667,0.148253333,0.09632,0.122263333,0.143346667,0.34838,0.23741,0.11448,0.147163333,0.362736667,0.345613333,34987.30797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
금영커피호프,0.17486,0.01639,0.04372,0.93989,0.0,0.0,0.0,0.19672,0.47541,0.0,0.0,0.0,0.0,0.47541,0.19672,0.32787,0.0,0.0,0.0,0.01639,117765.7708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김종용누룽지통닭,0.2856575,0.0008825,0.14473,0.5862725,0.1078175,0.139985,0.1119075,0.09207,0.0529725,0.1233775,0.1414725,0.0921,0.0957275,0.1671875,0.358345,0.181755,0.1134025,0.1463025,0.4649175,0.2286225,36730.92677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고려왕족발,0.386201,0.064766,0.199226,0.536279,0.081559,0.17423,0.179391,0.153802,0.084703,0.04787,0.059944,0.083416,0.081265,0.15539,0.387582,0.227492,0.123648,0.088025,0.359595,0.300902,40013.02729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
떡끼오끼,0.14964,0.77785,0.14305,0.05933,0.15186,0.18983,0.06074,0.02278,0.0,0.12149,0.06834,0.08884,0.06834,0.23538,0.36219,0.30372,0.03797,0.06074,0.47077,0.1268,6818.865248,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
브라운베이글,0.28632,0.460093333,0.460833333,0.079073333,0.02821,0.06536,0.0,0.0,0.0,0.3445,0.22289,0.260986667,0.078053333,0.20973,0.553156667,0.061073333,0.09148,0.08456,0.618873333,0.208906667,15210.07438,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
청국장 미정이네,0.21935,0.36774,0.03656,0.10968,0.0,0.02347,0.15493,0.62676,0.11737,0.0,0.01643,0.0,0.0,0.08451,0.24413,0.07512,0.53052,0.06573,0.13615,0.65493,17943.11258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
피자와일드,0.39175,0.1299,0.238055,0.484255,0.21715,0.32672,0.076635,0.01744,0.01374,0.12738,0.11128,0.072255,0.028065,0.193235,0.48152,0.190765,0.06468,0.053245,0.705235,0.111945,23869.33324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
고등어굽는고양이,0.39542,0.2626,0.43206,0.30534,0.04275,0.10992,0.0,0.14656,0.36641,0.0,0.17557,0.0,0.15878,0.06107,0.81069,0.0855,0.0,0.0,0.3771,0.19542,13462.09231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
감성호프,0.326915,0.0,0.000895,0.655995,0.091465,0.089945,0.06797,0.15859,0.36057,0.092015,0.043745,0.032105,0.00894,0.402675,0.34925,0.13962,0.04191,0.054195,0.311875,0.10378,45412.74668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
아구듬뿍&알곤마니,0.40852,0.05233,0.16613,0.59913,0.04892,0.11393,0.12382,0.0,0.0,0.08015,0.22967,0.37737,0.02614,0.11616,0.41053,0.10097,0.21794,0.15439,0.44127,0.37003,34487.0994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
갱스터피자,0.37063,0.0,0.31036,0.22131,0.33196,0.33327,0.02355,0.02459,0.0,0.11823,0.08023,0.06215,0.02602,0.35925,0.44761,0.08608,0.05077,0.0,0.73753,0.11276,23933.48291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
명태본가,0.2543,0.44676,0.124725,0.283015,0.01489,0.029525,0.140295,0.25889,0.249475,0.019205,0.036445,0.02289,0.11568,0.151545,0.350505,0.27257,0.0935,0.093065,0.219795,0.33073,51721.06479,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
황제무한화로구이,0.33724,0.1749,0.25308,0.49208,0.13105,0.10435,0.13153,0.13263,0.05556,0.07235,0.08521,0.11021,0.09016,0.26736,0.29515,0.2442,0.1266,0.05698,0.42118,0.29394,87174.57194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
국민통닭,0.30337125,0.003035,0.14964875,0.60220875,0.050815,0.1553025,0.10943,0.24193375,0.10316625,0.0614275,0.0792675,0.0866475,0.0809775,0.12498375,0.4077625,0.19552125,0.14548625,0.10563625,0.34270375,0.25623875,25442.19745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바비박스,0.39749,0.6669,0.15926,0.17384,0.17312,0.26711,0.17879,0.06892,0.0,0.11864,0.0,0.0,0.19342,0.33107,0.35668,0.02797,0.16672,0.08007,0.63255,0.0,24493.87791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
정가득 광주본가,0.15399,0.29438,0.48053,0.22509,0.05246,0.08197,0.0,0.30328,0.14098,0.0,0.02623,0.0,0.2623,0.14262,0.58033,0.18197,0.0,0.09508,0.16885,0.14426,97221.09453,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
찜닭특공대,0.330945,0.254415,0.187315,0.32259,0.205865,0.3228,0.054915,0.024495,0.0165,0.135115,0.119105,0.080745,0.013555,0.23901,0.444615,0.15778,0.06935,0.059745,0.71254,0.121665,23637.73078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
green mug,0.42712,0.03771,0.37354,0.58875,0.09819,0.12765,0.02851,0.04846,0.16281,0.18055,0.17137,0.04561,0.08299,0.24359,0.40988,0.16186,0.09376,0.0738,0.57175,0.08299,12988.0445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
